FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
DOLASTWK,1,1,WORKING,1,93,93,93,1E-12,,0,,0,N,N,N,,,,,
DOLASTWK,2,2,"NOT WORKING AT JOB DUE TO TEMPORARY ILLNESS, VACATION, STRIKE, ETC./MATERNITY OR FAMILY LEAVE",1,93,93,93,1E-12,,0,,0,N,N,N,,,,,
DOLASTWK,3,3,"UNEMPLOYED, LAID OFF, OR LOOKING FOR WORK",1,93,93,93,1E-12,,0,,0,N,N,N,,,,,
DOLASTWK,4,4,KEEPING HOUSE/TAKING CARE OF FAMILY,1,93,93,93,1E-12,,0,,0,N,N,N,,,,,
DOLASTWK,5,5,GOING TO SCHOOL,1,93,93,93,1E-12,,0,,0,N,N,N,,,,,
DOLASTWK,6,6,ON PERMANENT DISABILITY/SOMETHING ELSE,1,93,93,93,1E-12,,0,,0,N,N,N,,,,,
DURTRYF,0,95,0-95,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,9,9,9TH GRADE OR LESS,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,10,10,10TH GRADE,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,11,11,11TH GRADE,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,12,12,12TH GRADE,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,13,13,1 YEAR OF COLLEGE/GRAD SCHOOL,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,14,14,2 YEARS OF COLLEGE/GRAD SCHOOL,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,15,15,3 YEARS OF COLLEGE/GRAD SCHOOL,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,16,16,4 YEARS OF COLLEGE/GRAD SCHOOL,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,17,17,5 YEARS OF COLLEGE/GRAD SCHOOL,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,18,18,6 YEARS OF COLLEGE/GRAD SCHOOL,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCAT2F,19,19,7+ YEARS OF COLLEGE/GRAD SCHOOL,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
EDUCMOMF,1,1,LESS THAN HIGH SCHOOL,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
EDUCMOMF,2,2,HIGH SCHOOL GRAD OR GED,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
EDUCMOMF,3,3,SOME COLLEGE,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
EDUCMOMF,4,4,BACHELOR'S DEGREE OR HIGHER,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
EDUCMOMF,95,95,NO MOTHER-FIGURE,1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
EVERADPT,.,.,INAPPLICABLE,1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
EVERADPT,1,1,"YES, HAS ADOPTED A CHILD",1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
EVERADPT,3,3,"NO, BUT IS CURRENTLY TRYING TO ADOPT SPECIFIC CHILD",1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
EVERADPT,5,5,"NO, AND NOT TRYING TO ADOPT A SPECIFIC CHILD",1,51,51,51,1E-12,,0,,0,N,N,N,,,,,
EVHIVTST,0,0,NO HIV TEST REPORTED,1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
EVHIVTST,1,1,"YES, ONLY AS PART OF BLOOD DONATION",1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
EVHIVTST,2,2,"YES, ONLY OUTSIDE OF BLOOD DONATION",1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
EVHIVTST,3,3,"YES, IN BOTH CONTEXTS",1,40,35,35,1E-12,,0,,0,N,N,N,,,,,
EVMARCOH,1,1,"YES, EVER MARRIED OR COHABITED",1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
EVMARCOH,2,2,"NO, NEVER MARRIED OR COHABITED",1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
EVRMARRY,0,0,NEVER MARRIED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
EVRMARRY,1,1,EVER MARRIED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FECUND,1,1,"SURGICALLY STERILE, CONTRACEPTIVE",1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
FECUND,2,2,"SURGICALLY STERILE, NONCONTRACEPTIVE",1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
FECUND,3,3,"STERILE, NONSURGICAL",1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
FECUND,4,4,SUBFECUND,1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
FECUND,5,5,LONG INTERVAL (INFERTILE FOR 36+ MONTHS),1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
FECUND,6,6,FECUND,1,40,40,40,1E-12,,0,,0,N,N,N,,,,,
FMARITAL,1,1,MARRIED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITAL,2,2,WIDOWED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITAL,3,3,DIVORCED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITAL,4,4,SEPARATED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITAL,5,5,NEVER MARRIED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITF,1,1,MARRIED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITF,2,2,WIDOWED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITF,3,3,DIVORCED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITF,4,4,SEPARATED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARITF,5,5,NEVER MARRIED,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
FMARNO,0,0,NEVER BEEN MARRIED,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FMARNO,1,1,1 TIME,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FMARNO,2,2,2 TIMES,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FMARNO,3,3,3 TIMES,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FMARNO,4,4,4 TIMES,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FMARNO,5,5,5 TIMES,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FMEDR,1,1,MEDICAL PROBLEMS WITH YOUR FEMALE ORGANS,1,43,43,43,1E-12,,0,,0,N,N,N,,,,,
FMEDR,2,2,PREGNANCY WOULD BE DANGEROUS TO YOUR HEALTH,1,43,43,43,1E-12,,0,,0,N,N,N,,,,,
FMEDR,3,3,YOU WOULD PROBABLY LOSE A PREGNANCY,1,43,43,43,1E-12,,0,,0,N,N,N,,,,,
FMEDR,4,4,YOU WOULD PROBABLY HAVE AN UNHEALTHY CHILD,1,43,43,43,1E-12,,0,,0,N,N,N,,,,,
FMEDR,5,5,SOME OTHER MEDICAL REASON,1,43,43,43,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,.,.,INAPPLICABLE,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,1,1,PILL,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,2,2,CONDOM,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,3,3,PARTNER'S VASECTOMY,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,4,4,FEMALE STERILIZING OPERATION/TUBAL LIGATION,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,5,5,WITHDRAWAL,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,6,6,"DEPO-PROVERA, INJECTABLES",1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,7,7,NORPLANT (TM),1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,8,8,RHYTHM OR SAFE PERIOD BY CALENDAR,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,9,9,"SAFE PERIOD BY TEMP OR CERVICAL MUCUS TEST, NATURAL FAMILY PLANNING",1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,10,10,DIAPHRAGM,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,11,11,"FEMALE CONDOM, VAGINAL POUCH",1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,12,12,FOAM,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,13,13,JELLY OR CREAM,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,14,14,CERVICAL CAP,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,15,15,"SUPPOSITORY, INSERT",1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,16,16,TODAY SPONGE,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,17,17,"IUD, COIL, LOOP",1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,18,18,EMERGENCY CONTRACEPTION,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,19,19,OTHER METHOD,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,20,20,RESPONDENT STERILE (ASIDE FROM OPERATION ABOVE),1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,21,21,RESPONDENT'S PARTNER STERILE (ASIDE FROM VASECTOMY ABOVE),1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,22,22,LUNELLE INJECTABLE,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FMETHOD,23,23,CONTRACEPTIVE PATCH,1,67,67,67,1E-12,,0,,0,N,N,N,,,,,
FPREGFP,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
FPREGFP,1,1,YES,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
FPREGFP,2,2,NO,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
FPREGMED,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
FPREGMED,1,1,YES,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
FPREGMED,2,2,NO,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
FPTIT,.,.,INAPPLICABLE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FPTIT,1,1,TITLE X CLINIC,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FPTIT,2,2,NON-TITLE X CLINIC,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FPTITMED,.,.,INAPPLICABLE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FPTITMED,1,1,TITLE X CLINIC,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FPTITMED,2,2,NON-TITLE X CLINIC,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
FSEXPAGE,.,.,INAPPLICABLE,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
FSEXPAGE,0,14,UNDER 15 YEARS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
FSEXPAGE,15,17,15-17 YEARS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
FSEXPAGE,18,19,18-19 YEARS,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
FSEXPAGE,20,95,20 YEARS OR OLDER,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
FSEXPAGE,900,995,ESTIMATED AGE,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,.,.,INAPPLICABLE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,1,6,BEFORE 7TH GRADE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,7,7,7TH GRADE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,8,8,8TH GRADE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,9,9,9TH GRADE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,10,10,10TH GRADE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,11,11,11TH GRADE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,12,12,12TH GRADE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,13,16,IN COLLEGE,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
GRFSTSX,96,96,NOT IN SCHOOL,1,40,16,16,1E-12,,0,,0,N,N,N,,,,,
HADSEX,1,1,"YES, R EVER HAD INTERCOURSE",1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
HADSEX,2,2,"NO, R NEVER HAD INTERCOURSE",1,40,27,27,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,5,5,9TH GRADE OR LESS,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,6,6,10TH GRADE,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,7,7,11TH GRADE,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,8,8,"12TH GRADE, NO DIPLOMA (NOR GED)",1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,9,9,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,10,10,SOME COLLEGE BUT NO DEGREE,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,11,11,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,12,12,BACHELOR'S DEGREE,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,13,13,MASTER'S DEGREE,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,14,14,DOCTORATE DEGREE,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIEDUC2F,15,15,PROFESSIONAL DEGREE,1,40,38,38,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,9,9,9TH GRADE OR LESS,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,10,10,10TH GRADE,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,11,11,11TH GRADE,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,12,12,12TH GRADE,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,13,13,1 YEAR OF COLLEGE OR LESS,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,14,14,2 YEARS OF COLLEGE,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,15,15,3 YEARS OF COLLEGE,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,16,16,4 YEARS OF COLLEGE/GRAD SCHOOL,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,17,17,5 YEARS OF COLLEGE/GRAD SCHOOL,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,18,18,6 YEARS OF COLLEGE/GRAD SCHOOL,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HIGRADE,19,19,7 OR MORE YEARS OF COLLEGE AND/OR GRAD SCHOOL,1,45,45,45,1E-12,,0,,0,N,N,N,,,,,
HISPANIC,1,1,HISPANIC,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
HISPANIC,2,2,NON-HISPANIC,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
HISPGRP,1,1,MEXICAN OR MEXICAN-AMERICAN,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
HISPGRP,2,2,ANOTHER HISPANIC OR LATINO GROUP,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
HISPRACE,1,1,HISPANIC,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
HISPRACE,2,2,NON-HISPANIC WHITE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
HISPRACE,3,3,NON-HISPANIC BLACK,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
HISPRACE,4,4,NON-HISPANIC OTHER,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
HMOTHMEN,.,.,INAPPLICABLE,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HMOTHMEN,1,1,1 MAN,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HMOTHMEN,2,2,2 MEN,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HMOTHMEN,3,95,3 OR MORE MEN,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HPDOBFMT,.,.,INAPPLICABLE,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HPDOBFMT,LOW,840,BEFORE 1970,1,40,13,13,1E-12,,0,,0,N,N,N,L,,,,
HPDOBFMT,841,1239,1970 OR LATER,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
HPLOCALE,1,1,H/P LIVES IN HOUSEHOLD WITH R,1,40,37,37,1E-12,,0,,0,N,N,N,,,,,
HPLOCALE,2,2,H/P DOES NOT LIVE IN HOUSEHOLD WITH R,1,40,37,37,1E-12,,0,,0,N,N,N,,,,,
IMPFLAG,0,0,QUESTIONNAIRE DATA (NOT IMPUTED),1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
IMPFLAG,1,1,MULTIPLE REGRESSION IMPUTATION,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
IMPFLAG,2,2,LOGICAL IMPUTATION,1,40,32,32,1E-12,,0,,0,N,N,N,,,,,
INFERT,.,.,INAPPLICABLE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
INFERT,1,1,SURGICALLY STERILE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
INFERT,2,2,INFERTILE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
INFERT,3,3,FECUND,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
INFERTS,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
INFERTS,1,1,REPORTED,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
INFERTS,2,2,NOT REPORTED,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
INFEVER,.,.,INAPPLICABLE,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
INFEVER,1,1,YES,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
INFEVER,2,2,NO,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
INFRTPRB,1,1,PROBLEMS WITH OVULATION,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
INFRTPRB,2,2,BLOCKED TUBES,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
INFRTPRB,3,3,OTHER TUBE OR PELVIC PROBLEMS,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
INFRTPRB,4,4,ENDOMETRIOSIS,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
INFRTPRB,5,5,SEMEN OR SPERM PROBLEMS,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
INFRTPRB,6,6,ANY OTHER INFERTILITY PROBLEMS,1,40,30,30,1E-12,,0,,0,N,N,N,,,,,
INSURANC,1,1,NOT COVERED BY ANY HEALTH INSURANCE,1,74,74,74,1E-12,,0,,0,N,N,N,,,,,
INSURANC,2,2,COVERED BY A PRIVATE HEALTH INSURANCE PLAN ONLY,1,74,74,74,1E-12,,0,,0,N,N,N,,,,,
INSURANC,3,3,COVERED BY MEDICAID (MENTIONED AT ALL),1,74,74,74,1E-12,,0,,0,N,N,N,,,,,
INSURANC,4,4,COVERED BY PUBLIC/GOVERNMENT/STATE/MILITARY HEALTH CARE (MENTIONED AT ALL),1,74,74,74,1E-12,,0,,0,N,N,N,,,,,
INTCTFAM,1,1,TWO BIOLOGICAL OR ADOPTIVE PARENTS FROM BIRTH,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
INTCTFAM,2,2,ANYTHING OTHER THAN 2 BIOLOGICAL OR ADOPTIVE PARENTS FROM BIRTH,1,63,63,63,1E-12,,0,,0,N,N,N,,,,,
INTENT,1,1,R INTENDS TO HAVE (MORE) CHILDREN,1,41,41,41,1E-12,,0,,0,N,N,N,,,,,
INTENT,2,2,R DOES NOT INTEND TO HAVE (MORE) CHILDREN,1,41,41,41,1E-12,,0,,0,N,N,N,,,,,
INTENT,3,3,R DOES NOT KNOW HER INTENT,1,41,41,41,1E-12,,0,,0,N,N,N,,,,,
JEXPECTL,.,.,INAPPLICABLE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTL,0,0,NONE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTL,1,1,1 CHILD,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTL,2,2,2 CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTL,3,3,3 CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTL,4,95,4 OR MORE CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTS,.,.,INAPPLICABLE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTS,0,0,NONE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTS,1,1,1 CHILD,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JEXPECTS,2,95,2 OR MORE CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JINTENDN,0,0,NONE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JINTENDN,1,1,1 CHILD,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JINTENDN,2,2,2 CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JINTENDN,3,3,3 CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
JINTENDN,4,95,4 OR MORE CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
KID18B,.,.,INAPPLICABLE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
KID18B,0,0,NONE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
KID18B,1,10,1 OR MORE CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
KID1PLUS,0,0,NONE,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
KID1PLUS,1,4,1 OR MORE CHILDREN,1,40,18,18,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,1,1,WORKING FULL-TIME,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,2,2,WORKING PART-TIME,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,3,3,WORKING-TEMP ILL/ETC,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,4,4,WORKING-MATERNITY OR FAMILY LEAVE,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,5,5,NOT WORKING BUT LOOKING FOR WORK,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,6,6,SCHOOL,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,7,7,KEEPING HOUSE,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,8,8,CARING FOR FAMILY,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LABOR2FR,9,9,OTHER,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,1,1,1 PARTNER,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,2,2,2 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,3,3,3 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,4,4,4 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,5,5,5 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,6,6,6 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,7,7,7 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,8,8,8 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,9,9,9 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,10,19,10-19 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,20,49,20-49 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFEPRT,50,50,50 OR MORE PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,0,0,NONE,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,1,1,1 PARTNER,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,2,2,2 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,3,3,3 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,4,4,4 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,5,5,5 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,6,6,6 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,7,7,7 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,8,8,8 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,9,9,9 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,10,19,10-19 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,20,49,20-49 PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIFPRTNR,50,50,50 OR MORE PARTNERS,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LIV1CHLD,.,.,INAPPLICABLE,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
LIV1CHLD,1,1,CHILD LIVES WITH R,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
LIV1CHLD,2,2,CHILD IS DEAD,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
LIV1CHLD,3,3,CHILD LIVES WITH ADOPTIVE PARENTS/FAMILY,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
LIV1CHLD,4,4,CHILD LIVES WITH BIOLOGICAL FATHER,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
LIV1CHLD,5,5,CHILD'S LIVING ARRANGEMENTS ARE OTHER OR UNKNOWN,1,48,48,48,1E-12,,0,,0,N,N,N,,,,,
LSEXDATE,.,.,INAPPLICABLE,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
LSEXDATE,301,1164,BEFORE 1997,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
LSEXDATE,1165,1239,JANUARY 1997 OR LATER,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
